function	cod	gene_name	type	chr	organism
 uncharacterized protein	C8orf48	C8orf48	__SEG__	Chr8	{HomoSapiens}
 sodium/bile acid cotransporter 5	precursor	SLC10A5	__SEG__	Chr8	{HomoSapiens}
 putative uncharacterized protein	C8orf49	C8orf49	__SEG__	Chr8	{HomoSapiens}
 peroxisome biogenesis factor	2	PEX2	__SEG__	Chr8	{HomoSapiens}
 COMM domain-containing protein	5	COMMD5	__SEG__	Chr8	{HomoSapiens}
 putative POU domain, class 5, transcription factor	1B	POU5F1B	__SEG__	Chr8	{HomoSapiens}
 inactive ubiquitin carboxyl-terminal hydrolase 17-like protein	7	USP17L7	__SEG__	Chr8	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	3	USP17L3	__SEG__	Chr8	{HomoSapiens}
 inactive ubiquitin carboxyl-terminal hydrolase 17-like protein	8	USP17L8	__SEG__	Chr8	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	1	USP17L1	__SEG__	Chr8	{HomoSapiens}
 inactive ubiquitin carboxyl-terminal hydrolase 17-like protein	4	USP17L4	__SEG__	Chr8	{HomoSapiens}
 CCAAT/enhancer-binding protein	delta	CEBPD	__SEG__	Chr8	{HomoSapiens}
 neuropeptides B/W receptor type	1	NPBWR1	__SEG__	Chr8	{HomoSapiens}
 G-protein coupled receptor	20	GPR20	__SEG__	Chr8	{HomoSapiens}
 proto-oncogene serine/threonine-protein kinase	mos	MOS	__SEG__	Chr8	{HomoSapiens}
 zinc fingers and homeoboxes protein	1	ZHX1	__SEG__	Chr8	{HomoSapiens}
 paraneoplastic antigen	Ma2	PNMA2	__SEG__	Chr8	{HomoSapiens}
 zinc finger protein 623 isoform	1	ZNF623	__SEG__	Chr8	{HomoSapiens}
 ribosome biogenesis regulatory protein	homolog	RRS1	__SEG__	Chr8	{HomoSapiens}
 activity-regulated cytoskeleton-associated	protein	ARC	__SEG__	Chr8	{HomoSapiens}
 tRNA wybutosine-synthesizing protein 2	homolog	TRMT12	__SEG__	Chr8	{HomoSapiens}
 transcriptional and immune response	regulator	TCIM	__SEG__	Chr8	{HomoSapiens}
 potassium voltage-gated channel subfamily S member	2	KCNS2	__SEG__	Chr8	{HomoSapiens}
 pleckstrin homology domain-containing family F member	2	PLEKHF2	__SEG__	Chr8	{HomoSapiens}
 tigger transposable element-derived protein	5	TIGD5	__SEG__	Chr8	{HomoSapiens}
 testis-specific Y-encoded-like protein	5	TSPYL5	__SEG__	Chr8	{HomoSapiens}
 solute carrier family 35 member	G5	SLC35G5	__SEG__	Chr8	{HomoSapiens}
 class E basic helix-loop-helix protein	22	BHLHE22	__SEG__	Chr8	{HomoSapiens}
 DDB1- and CUL4-associated factor 4-like protein	2	DCAF4L2	__SEG__	Chr8	{HomoSapiens}
 transmembrane protein	74	TMEM74	__SEG__	Chr8	{HomoSapiens}
 zinc finger protein 41	homolog	ZFP41	__SEG__	Chr8	{HomoSapiens}
	claudin-23	CLDN23	__SEG__	Chr8	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase	17	USP17L2	__SEG__	Chr8	{HomoSapiens}
 transcription factor	MafA	MAFA	__SEG__	Chr8	{HomoSapiens}
 putative exonuclease	GOR	LOC100288562	__SEG__	Chr8	{HomoSapiens}
 zinc fingers and homeoboxes protein 2 isoform	X1	ZHX2	__SEG__	Chr8	{HomoSapiens}
 putative exonuclease	GOR	LOC101929601	__SEG__	Chr8	{HomoSapiens}
 putative exonuclease	GOR	LOC101929627	__SEG__	Chr8	{HomoSapiens}
 arylamine N-acetyltransferase 2 isoform	X1	NAT2	__SEG__	Chr8	{HomoSapiens}
 small integral membrane protein 18 isoform	X1	SMIM18	__SEG__	Chr8	{HomoSapiens}
 glutamate-rich protein 1 isoform	X21	ERICH1	__SEG__	Chr8	{HomoSapiens}
 RNA-binding protein 12B isoform	X1	RBM12B	__SEG__	Chr8	{HomoSapiens}
 protein phosphatase 1 regulatory subunit 3B isoform	X1	PPP1R3B	__SEG__	Chr8	{HomoSapiens}
 protein FAM110B isoform	X1	FAM110B	__SEG__	Chr8	{HomoSapiens}
 kelch repeat and BTB domain-containing protein 11 isoform	X1	KBTBD11	__SEG__	Chr8	{HomoSapiens}
 proline-rich proteoglycan	2-like	LOC107986876	__SEG__	Chr8	{HomoSapiens}
 grainyhead-like protein 2 homolog isoform	X3	GRHL2	__SEG__	Chr8	{HomoSapiens}
 uncharacterized protein	LOC105375683	LOC105375683	__SEG__	Chr8	{HomoSapiens}
 interferon alpha-2	precursor	IFNA2	__SEG__	Chr9	{HomoSapiens}
 aldehyde dehydrogenase X, mitochondrial	precursor	ALDH1B1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C4	OR13C4	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	5C1	OR5C1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C9	OR13C9	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C3	OR13C3	__SEG__	Chr9	{HomoSapiens}
 tumor suppressor candidate gene 1	protein	TUSC1	__SEG__	Chr9	{HomoSapiens}
 notch-regulated ankyrin repeat-containing	protein	NRARP	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1J1	OR1J1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1J4	OR1J4	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1L6	OR1L6	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1N2	OR1N2	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C2	OR13C2	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C5	OR13C5	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13C8	OR13C8	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13D1	OR13D1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13F1	OR13F1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	13J1	OR13J1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1L3	OR1L3	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1L4	OR1L4	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1L1	OR1L1	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein	B2	FOXB2	__SEG__	Chr9	{HomoSapiens}
 histidine-rich carboxyl terminus protein	1	HRCT1	__SEG__	Chr9	{HomoSapiens}
 apical junction component 1	homolog	AJM1	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein D4-like	6	FOXD4L6	__SEG__	Chr9	{HomoSapiens}
 beta-1,3-galactosyl-O-glycosyl-glycoprotein	beta-1,6-N-acetylglucosaminyltransferase	GCNT1	__SEG__	Chr9	{HomoSapiens}
 zinc finger protein	883	ZNF883	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein D4-like	5	FOXD4L5	__SEG__	Chr9	{HomoSapiens}
 zinc finger and BTB domain-containing protein	43	ZBTB43	__SEG__	Chr9	{HomoSapiens}
 small regulatory polypeptide of amino acid	response	SPAAR	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC266655	BRD3OS	__SEG__	Chr9	{HomoSapiens}
 growth arrest-specific protein 1	precursor	GAS1	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-5	precursor	IFNA5	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-8	precursor	IFNA8	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-10	precursor	IFNA10	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-14	precursor	IFNA14	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-16	precursor	IFNA16	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-21	precursor	IFNA21	__SEG__	Chr9	{HomoSapiens}
 interferon beta	precursor	IFNB1	__SEG__	Chr9	{HomoSapiens}
 interferon omega-1	precursor	IFNW1	__SEG__	Chr9	{HomoSapiens}
 cAMP-dependent protein kinase catalytic subunit	gamma	PRKACG	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein	E1	FOXE1	__SEG__	Chr9	{HomoSapiens}
 sphingosine 1-phosphate receptor	3	S1PR3	__SEG__	Chr9	{HomoSapiens}
 probable G-protein coupled receptor	21	GPR21	__SEG__	Chr9	{HomoSapiens}
 T-cell acute lymphocytic leukemia protein	2	TAL2	__SEG__	Chr9	{HomoSapiens}
	calicin	CCIN	__SEG__	Chr9	{HomoSapiens}
 ras-related GTP-binding protein	A	RRAGA	__SEG__	Chr9	{HomoSapiens}
 zinc finger and BTB domain-containing protein	6	ZBTB6	__SEG__	Chr9	{HomoSapiens}
 actin-like protein	7B	ACTL7B	__SEG__	Chr9	{HomoSapiens}
 actin-like protein	7A	ACTL7A	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-1/13	precursor	IFNA13	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1N1	OR1N1	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1Q1	OR1Q1	__SEG__	Chr9	{HomoSapiens}
 dolichol	kinase	DOLK	__SEG__	Chr9	{HomoSapiens}
 GTP-binding protein	Di-Ras2	DIRAS2	__SEG__	Chr9	{HomoSapiens}
	torsin-4A	TOR4A	__SEG__	Chr9	{HomoSapiens}
 kelch-like protein	9	KLHL9	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	2S2	OR2S2	__SEG__	Chr9	{HomoSapiens}
 interferon kappa	precursor	IFNK	__SEG__	Chr9	{HomoSapiens}
 zinc finger and BTB domain-containing protein	26	ZBTB26	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-6	precursor	IFNA6	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-7	precursor	IFNA7	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-4	precursor	IFNA4	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-17	precursor	IFNA17	__SEG__	Chr9	{HomoSapiens}
 interferon alpha-1/13	precursor	IFNA1	__SEG__	Chr9	{HomoSapiens}
 haloacid dehalogenase-like hydrolase domain-containing protein	3	HDHD3	__SEG__	Chr9	{HomoSapiens}
 RING finger protein	208	RNF208	__SEG__	Chr9	{HomoSapiens}
 39S ribosomal protein L41,	mitochondrial	MRPL41	__SEG__	Chr9	{HomoSapiens}
 solute carrier family 25 member	51	SLC25A51	__SEG__	Chr9	{HomoSapiens}
 transmembrane protein	203	TMEM203	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	1K1	OR1K1	__SEG__	Chr9	{HomoSapiens}
 protein	FAM122A	FAM122A	__SEG__	Chr9	{HomoSapiens}
 calcineurin subunit B type	2	PPP3R2	__SEG__	Chr9	{HomoSapiens}
 ribonuclease P protein subunit p25-like	protein	RPP25L	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	C9orf66	C9orf66	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	C9orf163	C9orf163	__SEG__	Chr9	{HomoSapiens}
 transcription initiation factor TFIID subunit	1-like	TAF1L	__SEG__	Chr9	{HomoSapiens}
 interferon epsilon	precursor	IFNE	__SEG__	Chr9	{HomoSapiens}
 orexigenic neuropeptide QRFP	preproprotein	QRFP	__SEG__	Chr9	{HomoSapiens}
 adropin	precursor	ENHO	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein D4-like	3	FOXD4L3	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein D4-like	4	FOXD4L4	__SEG__	Chr9	{HomoSapiens}
 immediate early response gene 5-like	protein	IER5L	__SEG__	Chr9	{HomoSapiens}
 phospholipid phosphatase	6	PLPP6	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor	2K2	OR2K2	__SEG__	Chr9	{HomoSapiens}
 forkhead box protein	D4	FOXD4	__SEG__	Chr9	{HomoSapiens}
 transmembrane protein	215	TMEM215	__SEG__	Chr9	{HomoSapiens}
 zinc finger and BTB domain-containing protein 5 isoform	X1	ZBTB5	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC100132874	LOC100132874	__SEG__	Chr9	{HomoSapiens}
 probable E3 ubiquitin-protein ligase RNF183 isoform	X1	RNF183	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor 1L8 isoform	X1	OR1L8	__SEG__	Chr9	{HomoSapiens}
 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 isoform	X1	LINGO2	__SEG__	Chr9	{HomoSapiens}
 E3 ubiquitin-protein ligase TRIM32 isoform	X1	TRIM32	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor 1B1 isoform	X1	OR1B1	__SEG__	Chr9	{HomoSapiens}
 nuclear factor interleukin-3-regulated protein isoform	X1	NFIL3	__SEG__	Chr9	{HomoSapiens}
 myogenesis-regulating glycosidase isoform	X1	MYORG	__SEG__	Chr9	{HomoSapiens}
 recQ-mediated genome instability protein 1 isoform	X1	RMI1	__SEG__	Chr9	{HomoSapiens}
 transmembrane protein 246 isoform	X1	TMEM246	__SEG__	Chr9	{HomoSapiens}
 protein phosphatase 1 regulatory subunit 26 isoform	X1	PPP1R26	__SEG__	Chr9	{HomoSapiens}
 zinc finger protein	658B-like	LOC107984126	__SEG__	Chr9	{HomoSapiens}
 tubulin beta	chain-like	LOC107987035	__SEG__	Chr9	{HomoSapiens}
 phosphatidylinositol 4,5-bisphosphate 5-phosphatase	A-like	LOC107987042	__SEG__	Chr9	{HomoSapiens}
 thymosin	beta-11-like	LOC107987048	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC107987096	LOC107987096	__SEG__	Chr9	{HomoSapiens}
 prothymosin	alpha-like	LOC728026	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC105376204	LOC105376204	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC107987125	LOC107987125	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC100996574	LOC100996574	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC107987142	LOC107987142	__SEG__	Chr9	{HomoSapiens}
 olfactory receptor 1J2 isoform	X1	OR1J2	__SEG__	Chr9	{HomoSapiens}
 transmembrane protein 250 isoform	X1	TMEM250	__SEG__	Chr9	{HomoSapiens}
 coiled-coil domain-containing protein	86-like	LOC107987004	__SEG__	Chr9	{HomoSapiens}
	formin-2-like	LOC107987070	__SEG__	Chr9	{HomoSapiens}
 uncharacterized protein	LOC112268052	LOC112268052	__SEG__	Chr9	{HomoSapiens}
 POU domain, class 3, transcription factor	4	POU3F4	__SEG__	ChrX	{HomoSapiens}
 type-2 angiotensin II	receptor	AGTR2	__SEG__	ChrX	{HomoSapiens}
 retrotransposon Gag-like protein	4	RTL4	__SEG__	ChrX	{HomoSapiens}
 olfactory receptor	13H1	OR13H1	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	6	TCEAL6	__SEG__	ChrX	{HomoSapiens}
 factor VIII intron 22	protein	F8A2	__SEG__	ChrX	{HomoSapiens}
 factor VIII intron 22	protein	F8A3	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	10	MAGEA10	__SEG__	ChrX	{HomoSapiens}
	spindlin-4	SPIN4	__SEG__	ChrX	{HomoSapiens}
 polyadenylate-binding protein 1-like	2	PABPC1L2A	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	5	TCEAL5	__SEG__	ChrX	{HomoSapiens}
 DDB1- and CUL4-associated factor 12-like protein	2	DCAF12L2	__SEG__	ChrX	{HomoSapiens}
 putative protein	FAM47C	FAM47C	__SEG__	ChrX	{HomoSapiens}
 DDB1- and CUL4-associated factor 8-like protein	1	DCAF8L1	__SEG__	ChrX	{HomoSapiens}
 histone H2A-Bbd type	1	H2AFB1	__SEG__	ChrX	{HomoSapiens}
 histone H2A-Bbd type	2/3	H2AFB2	__SEG__	ChrX	{HomoSapiens}
 retrotransposon Gag-like protein	5	RTL5	__SEG__	ChrX	{HomoSapiens}
 phosphoglycerate mutase	4	PGAM4	__SEG__	ChrX	{HomoSapiens}
 ras-related protein	Rab-40A-like	RAB40AL	__SEG__	ChrX	{HomoSapiens}
 polyadenylate-binding protein 1-like	2	PABPC1L2B	__SEG__	ChrX	{HomoSapiens}
 retrotransposon Gag-like protein	8B	RTL8C	__SEG__	ChrX	{HomoSapiens}
 retrotransposon Gag-like protein	8B	RTL8B	__SEG__	ChrX	{HomoSapiens}
 protein	BEX4	BEX4	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	9	MAGEA9B	__SEG__	ChrX	{HomoSapiens}
 probable G-protein coupled receptor	34	GPR34	__SEG__	ChrX	{HomoSapiens}
 gap junction beta-1	protein	GJB1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B16	MAGEB16	__SEG__	ChrX	{HomoSapiens}
 ankyrin repeat domain-containing protein	SOWAHD	SOWAHD	__SEG__	ChrX	{HomoSapiens}
 ataxin-3-like	protein	ATXN3L	__SEG__	ChrX	{HomoSapiens}
 putative transcription factor SPT20 homolog-like 2	precursor	SUPT20HL2	__SEG__	ChrX	{HomoSapiens}
 transcription factor SPT20 homolog-like 1	precursor	SUPT20HL1	__SEG__	ChrX	{HomoSapiens}
 mortality factor 4-like protein	2	MORF4L2	__SEG__	ChrX	{HomoSapiens}
 zinc finger CCHC domain-containing protein	18	ZCCHC18	__SEG__	ChrX	{HomoSapiens}
 SLIT and NTRK-like protein 2	precursor	SLITRK2	__SEG__	ChrX	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase	27	USP27X	__SEG__	ChrX	{HomoSapiens}
 RNA-binding motif protein,	X-linked-like-3	RBMXL3	__SEG__	ChrX	{HomoSapiens}
 protein	BEX5	BEX5	__SEG__	ChrX	{HomoSapiens}
 small integral membrane protein	10	SMIM10	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	12	MAGEA12	__SEG__	ChrX	{HomoSapiens}
 armadillo repeat-containing X-linked protein	5	ARMCX5	__SEG__	ChrX	{HomoSapiens}
	claudin-2	CLDN2	__SEG__	ChrX	{HomoSapiens}
 zinc finger BED domain-containing protein	1	ZBED1	__SEG__	ChrX	{HomoSapiens}
 transcriptional regulator	Kaiso	ZBTB33	__SEG__	ChrX	{HomoSapiens}
 humanin-like	10	MTRNR2L10	__SEG__	ChrX	{HomoSapiens}
 putative testis-expressed protein	13C	TEX13C	__SEG__	ChrX	{HomoSapiens}
 ras-related protein	Rab-9A	RAB9A	__SEG__	ChrX	{HomoSapiens}
 mitochondrial pyruvate carrier 1-like	protein	MPC1L	__SEG__	ChrX	{HomoSapiens}
 putative uncharacterized protein	TRPC5OS	TRPC5OS	__SEG__	ChrX	{HomoSapiens}
 armadillo repeat-containing X-linked protein	4	ARMCX4	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	LOC389895	LOC389895	__SEG__	ChrX	{HomoSapiens}
 ferritin, heavy polypeptide-like	18	FTH1P18	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B5	MAGEB5	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B17	MAGEB17	__SEG__	ChrX	{HomoSapiens}
 cysteinyl leukotriene receptor	1	CYSLTR1	__SEG__	ChrX	{HomoSapiens}
 NLR family pyrin domain-containing protein	2B	NLRP2B	__SEG__	ChrX	{HomoSapiens}
 protein	FAM156A/FAM156B	FAM156B	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	2	MAGEA2B	__SEG__	ChrX	{HomoSapiens}
 negative regulator of P-body	association	NBDY	__SEG__	ChrX	{HomoSapiens}
 small integral membrane protein 10-like protein	2B	SMIM10L2B	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	7	TCEAL7	__SEG__	ChrX	{HomoSapiens}
 nuclear cap-binding protein subunit	2-like	NCBP2L	__SEG__	ChrX	{HomoSapiens}
 protein BHLHb9	Bhlhb9	ARMCX5-GPRASP2	__SEG__	ChrX	{HomoSapiens}
 DDB1- and CUL4-associated factor 8-like protein	2	DCAF8L2	__SEG__	ChrX	{HomoSapiens}
 coiled-coil domain-containing protein	160	CCDC160	__SEG__	ChrX	{HomoSapiens}
 long intergenic non-protein coding RNA	890	SERTM2	__SEG__	ChrX	{HomoSapiens}
 paraneoplastic antigen	Ma6F	PNMA6F	__SEG__	ChrX	{HomoSapiens}
 centromere protein V like	3	CENPVL3	__SEG__	ChrX	{HomoSapiens}
 centromere protein V like	1	CENPVL1	__SEG__	ChrX	{HomoSapiens}
 centromere protein V like	2	CENPVL2	__SEG__	ChrX	{HomoSapiens}
 TEX13 family member	D	TEX13D	__SEG__	ChrX	{HomoSapiens}
 embryonic testis differentiation homolog	C	ETDC	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B1	MAGEB1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B2	MAGEB2	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B3	MAGEB3	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B4	MAGEB4	__SEG__	ChrX	{HomoSapiens}
 P2Y purinoceptor	4	P2RY4	__SEG__	ChrX	{HomoSapiens}
 transmembrane protein	187	TMEM187	__SEG__	ChrX	{HomoSapiens}
 cerebellar degeneration-related antigen	1	CDR1	__SEG__	ChrX	{HomoSapiens}
 nucleosome assembly protein 1-like	3	NAP1L3	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	1	TCEAL1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	1	MAGEA1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	3	MAGEA3	__SEG__	ChrX	{HomoSapiens}
 transcription factor	SOX-3	SOX3	__SEG__	ChrX	{HomoSapiens}
 protein sprouty homolog	3	SPRY3	__SEG__	ChrX	{HomoSapiens}
 RING finger protein	113A	RNF113A	__SEG__	ChrX	{HomoSapiens}
 zinc finger X-linked protein	ZXDA	ZXDA	__SEG__	ChrX	{HomoSapiens}
 zinc finger X-linked protein	ZXDB	ZXDB	__SEG__	ChrX	{HomoSapiens}
 glutamate dehydrogenase 2, mitochondrial	precursor	GLUD2	__SEG__	ChrX	{HomoSapiens}
 factor VIII intron 22	protein	F8A1	__SEG__	ChrX	{HomoSapiens}
 huntingtin-interacting protein	M	HYPM	__SEG__	ChrX	{HomoSapiens}
 potassium voltage-gated channel subfamily E regulatory beta subunit	5	KCNE5	__SEG__	ChrX	{HomoSapiens}
 protein	LDOC1	LDOC1	__SEG__	ChrX	{HomoSapiens}
 replication protein A 30 kDa	subunit	RPA4	__SEG__	ChrX	{HomoSapiens}
	ubiquilin-2	UBQLN2	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	H1	MAGEH1	__SEG__	ChrX	{HomoSapiens}
 G-protein coupled receptor-associated sorting protein	1	GPRASP1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	C2	MAGEC2	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	9	TCEAL9	__SEG__	ChrX	{HomoSapiens}
 ras-related protein	Rab-9B	RAB9B	__SEG__	ChrX	{HomoSapiens}
 transcription factor Dp family member	3	TFDP3	__SEG__	ChrX	{HomoSapiens}
 armadillo repeat-containing X-linked protein	1	ARMCX1	__SEG__	ChrX	{HomoSapiens}
 eukaryotic peptide chain release factor GTP-binding subunit	ERF3B	GSPT2	__SEG__	ChrX	{HomoSapiens}
 protein	BEX1	BEX1	__SEG__	ChrX	{HomoSapiens}
 carbohydrate sulfotransferase 7	precursor	CHST7	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	E1	MAGEE1	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	5	MAGEA5	__SEG__	ChrX	{HomoSapiens}
 mid1-interacting protein	1	MID1IP1	__SEG__	ChrX	{HomoSapiens}
 nucleosome assembly protein 1-like	2	NAP1L2	__SEG__	ChrX	{HomoSapiens}
 dual specificity protein phosphatase	21	DUSP21	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	CXorf21	CXorf21	__SEG__	ChrX	{HomoSapiens}
 putative type-1 protein phosphatase inhibitor	4	PPP1R2C	__SEG__	ChrX	{HomoSapiens}
 ferritin heavy polypeptide-like	17	FTHL17	__SEG__	ChrX	{HomoSapiens}
 probable G-protein coupled receptor	174	GPR174	__SEG__	ChrX	{HomoSapiens}
 paraneoplastic antigen-like protein	6A	PNMA6A	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	3	TCEAL3	__SEG__	ChrX	{HomoSapiens}
 CPX chromosomal region candidate gene 1	protein	CPXCR1	__SEG__	ChrX	{HomoSapiens}
 probable G-protein coupled receptor	101	GPR101	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	2	TCEAL2	__SEG__	ChrX	{HomoSapiens}
 three prime repair exonuclease	2	TREX2	__SEG__	ChrX	{HomoSapiens}
 histone H2A-Bbd type	2/3	H2AFB3	__SEG__	ChrX	{HomoSapiens}
 probable G-protein coupled receptor	82	GPR82	__SEG__	ChrX	{HomoSapiens}
 polyadenylate-binding protein	5	PABPC5	__SEG__	ChrX	{HomoSapiens}
 ras-related protein	Rab-40A	RAB40A	__SEG__	ChrX	{HomoSapiens}
 actin-related protein	T1	ACTRT1	__SEG__	ChrX	{HomoSapiens}
 G-protein coupled receptor-associated sorting protein	2	GPRASP2	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	E2	MAGEE2	__SEG__	ChrX	{HomoSapiens}
 homeobox protein	TGIF2LX	TGIF2LX	__SEG__	ChrX	{HomoSapiens}
 APC membrane recruitment protein	1	AMER1	__SEG__	ChrX	{HomoSapiens}
 E3 ubiquitin-protein ligase	ZNF645	CBLL2	__SEG__	ChrX	{HomoSapiens}
 protein	FAM47B	FAM47B	__SEG__	ChrX	{HomoSapiens}
 C1GALT1-specific chaperone	1	C1GALT1C1	__SEG__	ChrX	{HomoSapiens}
 retrotransposon Gag-like protein	3	RTL3	__SEG__	ChrX	{HomoSapiens}
 kelch-like protein	34	KLHL34	__SEG__	ChrX	{HomoSapiens}
 transcription elongation factor A protein-like	8	TCEAL8	__SEG__	ChrX	{HomoSapiens}
 SLIT and NTRK-like protein 4	precursor	SLITRK4	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B6	MAGEB6	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B18	MAGEB18	__SEG__	ChrX	{HomoSapiens}
 zinc finger CCHC domain-containing protein	12	ZCCHC12	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	6	MAGEA6	__SEG__	ChrX	{HomoSapiens}
 armadillo repeat-containing X-linked protein	3	ARMCX3	__SEG__	ChrX	{HomoSapiens}
 DDB1- and CUL4-associated factor 12-like protein	1	DCAF12L1	__SEG__	ChrX	{HomoSapiens}
 glucose-dependent insulinotropic	receptor	GPR119	__SEG__	ChrX	{HomoSapiens}
 GTPase ERas	precursor	ERAS	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen	B10	MAGEB10	__SEG__	ChrX	{HomoSapiens}
 DEAD box protein	53	DDX53	__SEG__	ChrX	{HomoSapiens}
 forkhead box protein	R2	FOXR2	__SEG__	ChrX	{HomoSapiens}
 zinc finger CCHC domain-containing protein	13	ZCCHC13	__SEG__	ChrX	{HomoSapiens}
 small integral membrane protein 10-like protein	2A	SMIM10L2A	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	CXorf67	CXorf67	__SEG__	ChrX	{HomoSapiens}
 protein	FAM47A	FAM47A	__SEG__	ChrX	{HomoSapiens}
 transcription factor	YY2	YY2	__SEG__	ChrX	{HomoSapiens}
 protein	PPP4R3C	PPP4R3C	__SEG__	ChrX	{HomoSapiens}
 OTU domain-containing protein	6A	OTUD6A	__SEG__	ChrX	{HomoSapiens}
