ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GI	Gene.Symbol	SPOT_ID
11738584_x_at	0.681	0.529	0.637	-6.674947	0.0329	BC074919.2		KRTAP9-3	
11737628_a_at	0.681	0.529	0.637	-6.67501	0.0335	NM_006068.2		TLR6	
11733159_a_at	0.681	0.53	0.636	-6.675179	0.0336	BF063776		FAM84A	
11734204_at	0.681	0.53	0.636	-6.675416	0.0416	NM_003055.2		SLC18A3	
11742550_at	0.681	0.53	-0.636	-6.675506	-0.0274	NM_001005517.1		OR5K4	
11742384_at	0.682	0.531	0.635	-6.676383	0.0337	NM_001001912.1		OR4E2	
11738694_at	0.683	0.532	-0.633	-6.677358	-0.0433	BC136861.1		OR51G1	
11738453_at	0.683	0.532	0.632	-6.677814	0.0288	NM_001017992.2		ACTBL2	
11738688_s_at	0.683	0.532	0.632	-6.677933	0.0327	BC136992.1		OR5T1	
11737563_at	0.684	0.533	0.631	-6.678494	0.0451	NM_138693.1		KLF14	
11743245_at	0.684	0.534	-0.63	-6.679217	-0.0513	NM_001005167.1		OR52E6	
11738321_at	0.685	0.534	0.63	-6.679588	0.126	NM_175883.1		OR7D2	
11721346_a_at	0.685	0.535	0.629	-6.680211	0.0532	BC112230.1		MPEG1	
11758082_s_at	0.686	0.535	0.627	-6.68087	0.043	BX506300		FAM46D	
11753229_s_at	0.686	0.535	0.627	-6.680918	0.0459	BC137050.1		OR13H1	
11733921_a_at	0.686	0.536	0.627	-6.681094	0.0251	AK289592.1		GJB6	
11738600_at	0.686	0.536	-0.627	-6.681171	-0.0501	BC133035.1		KRTAP5-6	
11736184_a_at	0.686	0.536	-0.627	-6.681268	-0.0399	BC039878.1		FSCB	
11728326_a_at	0.686	0.536	-0.627	-6.681293	-0.083	AK292395.1		TTC30A	
11738436_x_at	0.687	0.537	-0.624	-6.682999	-0.0368	BC074966.2		IFNA4	
11756100_s_at	0.689	0.539	0.621	-6.68468	0.0701	AK095664.1		TMEM60	
11736915_at	0.689	0.54	0.62	-6.685297	0.077	BC111971.1		HIST1H1D	
11742158_at	0.689	0.54	0.62	-6.685541	0.038	NM_012375.2		OR52A1	
11759279_x_at	0.69	0.541	-0.619	-6.686141	-0.0409	BC136917.1		OR10G8	
11742353_at	0.691	0.542	-0.617	-6.687446	-0.041	BC140753.1		OR11L1	
11727623_at	0.692	0.543	-0.616	-6.688145	-0.0537	NM_001008394.1		EID3	
11761490_at	0.692	0.544	-0.615	-6.688982	-0.0829	AK292062.1		HIST1H2BK	
11740335_at	0.693	0.544	0.614	-6.68936	0.0487	NM_018969.4		GPR173	
11725453_at	0.693	0.544	-0.614	-6.689373	-0.0685	AF187813.1		NAT8	
11738555_at	0.693	0.545	-0.613	-6.689892	-0.0465	BC101795.1		TAS2R40	
11751785_a_at	0.694	0.546	0.612	-6.690875	0.0353	AK303864.1		CLDN22	
11729018_a_at	0.694	0.546	0.611	-6.691087	0.0364	BC074973.2		SPRY3	
11727717_at	0.695	0.547	-0.609	-6.692313	-0.104	NM_001137601.1		ZBTB42	
11730047_a_at	0.695	0.547	0.609	-6.692349	0.0338	BC103509.1		SLITRK5	
11723775_a_at	0.695	0.547	0.609	-6.692389	0.0512	NM_016202.2		ZNF580	
11733630_at	0.696	0.548	-0.608	-6.693165	-0.0345	BC106893.1		LRRC10	
11730397_at	0.697	0.549	0.606	-6.694181	0.0309	BC021172.2		DDI1	
11728996_at	0.697	0.549	-0.606	-6.69436	-0.0338	BC112180.1		KCNA1	
11734135_at	0.698	0.551	-0.604	-6.695688	-0.056	AF275269.2		NANOS1	
11727399_at	0.7	0.553	0.601	-6.697525	0.0353	NM_001145545.1		C16orf82	
11737123_a_at	0.7	0.553	0.6	-6.697817	0.0535	NM_080817.3		GPR82	
11758091_s_at	0.7	0.553	0.6	-6.69784	0.0835	AI265962		LCMT2	
11735801_at	0.7	0.554	-0.599	-6.698265	-0.0218	NM_182699.2		DDX53	
11741125_a_at	0.7	0.554	-0.599	-6.698302	-0.0448	NM_138574.2		HDGFL1	
11734637_at	0.701	0.554	-0.598	-6.698945	-0.051	NM_177437.1		TAS2R60	
11735936_at	0.701	0.555	-0.597	-6.699476	-0.0294	NM_020124.2		IFNK	
11739306_at	0.701	0.555	0.597	-6.699627	0.0376	AK291438.1		ZNF770	
11759220_at	0.701	0.555	0.597	-6.699947	0.0384	BC104198.1		HIST1H2AK	
11737546_at	0.702	0.556	-0.596	-6.700618	-0.0431	BC137223.1		ZNF648	
11728058_a_at	0.702	0.557	-0.595	-6.700935	-0.071	NM_013368.3		SERTAD3	
11733930_at	0.703	0.557	0.594	-6.701633	0.0376	NM_033195.1		LDHAL6B	
11721896_at	0.705	0.56	0.59	-6.70421	0.0416	AW611727		GAS1	
11738585_at	0.705	0.56	-0.589	-6.704464	-0.0349	BC136589.1		OR4D1	
11738051_a_at	0.706	0.561	0.588	-6.705249	0.0282	NM_177404.1		MAGEB1	
11734983_a_at	0.706	0.561	-0.587	-6.705445	-0.0362	NM_014710.4		GPRASP1	
11748485_s_at	0.708	0.563	-0.585	-6.70668	-0.0433	AK291739.1		CYSLTR2	
11727138_a_at	0.708	0.563	-0.585	-6.706781	-0.0516	BC034483.1		HSPA1L	
11736201_x_at	0.708	0.564	-0.584	-6.707357	-0.0443	NM_012084.3		GLUD2	
11731757_at	0.709	0.565	0.582	-6.708507	0.0382	BC009980.2		KLHDC7B	
11725536_at	0.71	0.566	-0.581	-6.709183	-0.0629	NM_001039888.2		ANKRD34A	
11726933_at	0.71	0.566	0.581	-6.709312	0.0348	NM_006943.2		SOX12	
11740101_at	0.71	0.566	-0.58	-6.709619	-0.0443	BC074767.2		CNR2	
11738560_at	0.71	0.567	0.58	-6.710158	0.0363	BC132850.1		OR10W1	
11753596_a_at	0.711	0.567	-0.579	-6.710192	-0.075	AK291180.1		SMIM15	
11738754_at	0.711	0.568	0.578	-6.71111	0.0365	BC136894.1		OR4D10	
11734092_at	0.712	0.568	0.577	-6.711527	0.0283	NM_152638.2		CCER1	
11715249_s_at	0.712	0.569	0.576	-6.712115	0.0277		58530872.0	MAGEA12	
11735580_s_at	0.713	0.569	0.576	-6.712416	0.0486	NM_032028.2		TSSK1B	
11735693_x_at	0.713	0.569	0.575	-6.712527	0.0257	NM_001024209.2		SPRR2E	
11736273_a_at	0.713	0.57	0.575	-6.712585	0.161	NM_003264.3		TLR2	
11759697_at	0.713	0.57	0.575	-6.712719	0.029	AL119949		SLITRK3	
11735799_at	0.713	0.57	-0.575	-6.712928	-0.0354	NM_004189.2		SOX14	
11738766_at	0.714	0.571	0.574	-6.713636	0.0333	BC136927.1		OR5D18	
11731079_s_at	0.714	0.572	0.572	-6.714324	0.0268	BC067484.1		HCAR1	
11736520_at	0.715	0.572	0.572	-6.714616	0.0309	M60450.1		KCNA4	
11743629_at	0.716	0.573	0.57	-6.715842	0.14	BG200487		IRS1	
11750086_s_at	0.717	0.575	-0.568	-6.717097	-0.0328	AF361936.1		FGFBP2	
11729095_at	0.719	0.577	0.564	-6.719273	0.0448	NM_031957.1		KRTAP1-5	
11744219_at	0.719	0.578	0.563	-6.719648	0.292	BE874862		G0S2	
11740350_at	0.719	0.578	0.563	-6.719684	0.0305	BC074960.2		RNASE7	
11758393_s_at	0.72	0.578	0.563	-6.719778	0.078	DB296818		DNAJC30	
11748395_a_at	0.72	0.578	-0.563	-6.719915	-0.0479	BC013995.2		MYADM	
11753639_at	0.72	0.578	0.563	-6.719945	0.0397	AB027121.1		C18orf12	
11737167_at	0.72	0.578	-0.562	-6.720213	-0.0261	BC137441.1		ANKRD34B	
11715188_at	0.721	0.58	-0.56	-6.721195	-0.0274		188528666.0	H3F3C	
11733670_at	0.721	0.58	0.56	-6.721489	0.0368	NM_203303.2		ZCCHC13	
11738302_s_at	0.722	0.58	-0.559	-6.721877	-0.0337	BC113078.1		KRTAP3-1	
11756031_s_at	0.722	0.582	-0.558	-6.722821	-0.0262	AJ406929.1		KRTAP2-2	
11742148_at	0.723	0.582	-0.557	-6.723291	-0.0291	AB076358.1		KRTAP10-10	
11733499_a_at	0.723	0.582	0.557	-6.72333	0.0276	BC069996.1		LPAR4	
11737752_at	0.724	0.583	0.555	-6.724057	0.0423	NM_138733.3		PGK2	
11729019_at	0.725	0.584	0.554	-6.725025	0.0357	NM_005840.1		SPRY3	
11740427_at	0.725	0.585	-0.553	-6.725586	-0.0374	DQ991252.1		PSAPL1	
11715132_x_at	0.726	0.586	0.551	-6.726485	0.0345		21166386.0	HIST1H2BH	
11752145_x_at	0.727	0.587	-0.55	-6.726987	-0.0379	AY358828.1		SLITRK2	
11738923_at	0.727	0.587	-0.55	-6.727131	-0.0282	NM_181429.1		TAS2R42	
11720681_at	0.727	0.587	0.549	-6.727368	0.0701	NM_052864.2		TIFA	
11735048_at	0.727	0.587	-0.549	-6.727543	-0.0306	NM_018937.2		PCDHB3	
11738924_at	0.727	0.587	0.549	-6.727776	0.0386	NM_033188.3		KRTAP4-5	
11735271_a_at	0.728	0.589	-0.547	-6.7287	-0.144	NM_001490.4		GCNT1	
11742227_at	0.729	0.59	0.545	-6.730006	0.0366	NM_001111319.1		CLDN22	
11755219_a_at	0.73	0.591	-0.544	-6.730454	-0.119	AA127012		THBD	
11742380_at	0.73	0.591	0.544	-6.730613	0.0253	NM_001005160.1		OR52A5	
11730594_at	0.73	0.591	-0.544	-6.730617	-0.0933	NM_018029.3		EBLN2	
11742356_at	0.73	0.591	-0.543	-6.730794	-0.038	BC140727.1		OR4C11	
11732843_a_at	0.73	0.591	0.543	-6.73088	0.0325	BC027932.1		KCNS2	
11742258_s_at	0.731	0.592	0.542	-6.731428	0.0365	NM_001029866.2		CCT8L2	
11735050_x_at	0.731	0.592	0.542	-6.731455	0.0352	BC104817.1		PCDHB3	
11732319_a_at	0.731	0.593	-0.541	-6.731978	-0.0382	AK290976.1		GPR1	
11737574_x_at	0.732	0.593	-0.54	-6.732465	-0.0323	BC130605.1		LCE2D	
11728620_at	0.732	0.593	0.54	-6.73263	0.0446	NM_001012508.3		SPRN	
11722228_at	0.732	0.594	0.54	-6.732709	0.0555	NM_032317.2		DNAJC30	
11735453_at	0.733	0.595	0.538	-6.733588	0.111	NM_198586.2		NHLRC1	
11763548_a_at	0.733	0.595	0.537	-6.734112	0.0257	BC031306.1		JRKL	
11738491_at	0.734	0.596	0.536	-6.734609	0.0286	BC137566.1		KRTAP5-10	
11738717_at	0.734	0.596	-0.536	-6.734631	-0.0352	BC136850.1		OR4C12	
11742151_at	0.735	0.597	-0.535	-6.735276	-0.0347	BC140734.1		OR2AG2	
11755463_a_at	0.735	0.597	-0.534	-6.735684	-0.0457	AU142846		TTC30A	
11728615_at	0.735	0.598	-0.534	-6.735947	-0.0447	AK291185.1		GPR3	
11724395_a_at	0.735	0.598	0.534	-6.736	0.0966	NM_001105549.1		ZNF83	
11720296_at	0.737	0.6	-0.531	-6.737527	-0.0695	CR615432.1		PLEKHF2	
11738454_at	0.737	0.6	-0.531	-6.737615	-0.0308	BC137473.1		ACTBL2	
11721241_at	0.737	0.601	-0.53	-6.738234	-0.0261	NM_138983.1		OLIG1	
11735650_at	0.738	0.601	-0.529	-6.738676	-0.0415	AF116458.1		PKDREJ	
11725178_at	0.738	0.601	0.528	-6.738896	0.0609	NM_001002914.2		KCTD11	
11729463_at	0.739	0.602	-0.527	-6.739483	-0.0382	BF431650		H1FNT	
11738733_at	0.739	0.602	0.527	-6.739599	0.0428	BC136937.1		OR2T10	
11755898_x_at	0.739	0.603	-0.525	-6.74045	-0.0493	AK075043.1		TMEM184A	
11740328_at	0.74	0.604	0.524	-6.741117	0.0239	NM_014469.4		RBMXL2	
11720178_at	0.74	0.605	-0.524	-6.741412	-0.0318	BE383894		DDX28	
11735239_a_at	0.742	0.606	0.521	-6.742597	0.202	BC101111.1		PNMA5	
11737507_a_at	0.742	0.607	-0.52	-6.743271	-0.0398	NM_001077191.1		GPBAR1	
11738489_at	0.743	0.608	-0.519	-6.743749	-0.0252	BC104922.1		GPR174	
11727709_s_at	0.743	0.608	0.519	-6.743892	0.059	NM_015929.3		LIPT1	
11717090_a_at	0.743	0.608	-0.519	-6.743916	-0.139	NM_003528.2		HIST2H2BE	
11741916_at	0.743	0.608	-0.519	-6.744005	-0.0308	BC103892.1		OR12D3	
11757617_s_at	0.744	0.609	-0.517	-6.744738	-0.0301	AW195651		ZNF672	
11742391_at	0.744	0.609	0.517	-6.745031	0.0336	NM_001005235.1		OR1L4	
11723840_s_at	0.744	0.609	0.517	-6.745094	0.0666	NM_024945.2		RMI1	
11738697_at	0.745	0.611	-0.514	-6.746505	-0.0343	BC137183.1		OR1N2	
11730607_at	0.746	0.612	0.512	-6.747311	0.0279	NM_203451.2		SERTM1	
11742532_at	0.747	0.613	0.512	-6.747447	0.0391	NM_001004480.1		OR11H6	
11735753_at	0.747	0.614	0.51	-6.748317	0.0312	BC067495.1		HIST1H4A	
11738756_at	0.748	0.614	-0.51	-6.748396	-0.025	BC136890.1		OR10AG1	
11731653_a_at	0.749	0.615	0.508	-6.749577	0.0297	NM_005547.2		IVL	
11742543_at	0.749	0.616	0.508	-6.749704	0.0316	NM_001005189.1		OR6Y1	
11724826_s_at	0.749	0.616	0.508	-6.749774	0.0365	DT214966		BORCS6	
11724125_at	0.749	0.616	0.507	-6.749959	0.0378	BC093993.1		HSPB9	
11735953_at	0.75	0.617	0.506	-6.75053	0.0295	NM_001004686.2		OR2L2	
11742336_at	0.75	0.617	0.506	-6.750735	0.0242	BC140916.1		OR13D1	
11745024_a_at	0.75	0.617	-0.505	-6.751036	-0.0432	BC055286.1		A4GALT	
11733748_a_at	0.75	0.617	0.505	-6.751143	0.0278	BC067468.1		GPR63	
11759264_x_at	0.75	0.618	-0.505	-6.7512	-0.0285	BC093847.1		KRTAP3-3	
11737023_at	0.751	0.619	0.503	-6.752307	0.04	BC074979.2		DRD1	
11738961_at	0.752	0.619	0.502	-6.752506	0.0221	NM_021062.2		HIST1H2BB	
11740149_a_at	0.752	0.62	0.502	-6.752759	0.0368	BC147012.1		CTXN3	
11739114_at	0.752	0.62	0.502	-6.752868	0.0313	CR533535.1		TSPYL1	
11742620_at	0.753	0.621	-0.5	-6.753622	-0.0375	NM_001005470.1		OR4B1	
11741893_at	0.753	0.622	0.499	-6.754208	0.0277	NM_080750.2		DPH3P1	
11732519_at	0.754	0.623	-0.497	-6.75507	-0.177	NM_003956.3		CH25H	
11735579_at	0.755	0.624	0.496	-6.755792	0.0239	NM_032028.2		TSSK1B	
11755350_a_at	0.755	0.624	0.496	-6.755806	0.0511	AL831956.1		XIRP1	
11748396_x_at	0.755	0.624	0.496	-6.755826	0.0339	BC013995.2		MYADM	
11741940_at	0.755	0.624	-0.495	-6.756155	-0.0328	AB096963.1		KRTAP11-1	
11735343_at	0.756	0.625	0.494	-6.756611	0.0309	NM_005634.2		SOX3	
11717712_at	0.757	0.626	0.492	-6.757663	0.0365	NM_001042631.1		SDHAF1	
11729004_at	0.757	0.627	0.491	-6.758027	0.0359	J03019.1		ADRB1	
11738235_at	0.758	0.628	0.49	-6.758534	0.027	NM_016591.2		GCNT4	
11742579_at	0.758	0.628	0.49	-6.758545	0.0343	NM_001005211.1		OR9I1	
11729320_a_at	0.758	0.628	0.489	-6.758965	0.059	AF073958.1		SOCS5	
11738760_at	0.759	0.629	-0.489	-6.759208	-0.0515	BC136944.1		OR2M7	
11738772_x_at	0.759	0.629	0.489	-6.759311	0.0286	NM_002173.2		IFNA16	
11731777_a_at	0.76	0.63	0.487	-6.760247	0.0538	NM_032806.4		POMGNT2	
11743412_at	0.76	0.631	-0.486	-6.760843	-0.104	AB188491.1		OTUD1	
11732970_at	0.76	0.631	-0.486	-6.760851	-0.0493	NM_025041.2		C3orf36	
11728132_s_at	0.761	0.632	0.484	-6.761708	0.0629	NM_175876.3		EXOC8	
11735079_at	0.761	0.632	-0.484	-6.761829	-0.0368	BC096060.1		RNASE3	
11739266_at	0.762	0.633	0.482	-6.762444	0.0369	NM_031936.4		GPR61	
11715679_s_at	0.763	0.634	-0.481	-6.763207	-0.145	NM_000311.3		PRNP	
11728883_a_at	0.763	0.634	-0.481	-6.763259	-0.0317	AK291928.1		PRSS35	
11742609_at	0.764	0.636	-0.478	-6.764536	-0.0295	NM_001004706.1		OR4D11	
11737573_at	0.767	0.639	-0.474	-6.766685	-0.0252	BC130605.1		LCE2D	
11742521_at	0.767	0.64	-0.473	-6.766972	-0.024	NM_001004715.1		OR4K17	
11730063_at	0.767	0.64	0.472	-6.767405	0.0371	BC130377.1		INSM2	
11734634_at	0.768	0.641	0.472	-6.767612	0.038	NM_206997.1		GPR152	
11743443_x_at	0.768	0.641	-0.471	-6.767786	-0.0331	BI669115		RHOB	
11743148_s_at	0.768	0.641	0.471	-6.767969	0.0968	BT009806.1		ZNF22	
11742528_at	0.768	0.642	0.471	-6.768166	0.0313	NM_001005327.1		OR6K3	
11749566_s_at	0.768	0.642	0.47	-6.768213	0.0395	AK300820.1		LCMT2	
11733139_a_at	0.768	0.642	-0.47	-6.768336	-0.0985	NM_001037164.1		ARL4A	
11738758_x_at	0.769	0.642	0.469	-6.768742	0.0303	BC136860.1		OR2A5	
11746574_x_at	0.769	0.643	0.469	-6.768932	0.0333	AK297495.1		RHOB	
11738972_at	0.769	0.643	0.469	-6.768966	0.0232	NM_001128077.1		KRTAP20-3	
11730470_at	0.77	0.643	0.468	-6.76937	0.0259	NM_017422.4		CALML5	
11730705_s_at	0.77	0.644	0.467	-6.769938	0.0414	AF369708.1		OR51E2	
11727676_at	0.771	0.645	0.466	-6.77046	0.0369	AK296695.1		BLOC1S3	
11730892_at	0.771	0.645	-0.465	-6.770634	-0.0305	NM_006687.2		ACTL7A	
11721034_at	0.772	0.646	-0.465	-6.770946	-0.0914	NM_024607.2		PPP1R3B	
11734540_at	0.772	0.647	0.463	-6.77156	0.0285	NM_001101330.1		C1GALT1C1L	
11719496_a_at	0.773	0.647	-0.462	-6.772008	-0.0251	NM_145205.3		HMGB4	
11725235_at	0.773	0.647	-0.462	-6.772086	-0.0353	BC140890.1		ZBTB39	
11741976_at	0.773	0.648	0.462	-6.772236	0.0297	NM_013937.2		OR11A1	
11742516_at	0.773	0.648	0.462	-6.772307	0.0229	NM_001004696.1		OR2T4	
11738818_x_at	0.774	0.649	-0.459	-6.773462	-0.0262	NM_001130925.1		ERVW-1	
11730358_at	0.774	0.65	0.459	-6.773633	0.0352	NM_032600.2		CCDC54	
11735461_at	0.775	0.65	0.459	-6.77381	0.0254	NM_001017418.1		SPRR2B	
11715173_s_at	0.775	0.65	0.458	-6.773963	0.0316		38490586.0	KRTAP10-12	
11720682_at	0.776	0.651	0.457	-6.774759	0.0951	AB097038.1		TIFA	
11744935_a_at	0.776	0.652	-0.456	-6.774966	-0.0248	AY358114.1		LINGO2	
11759266_at	0.777	0.653	0.454	-6.775996	0.0287	BC137561.1		OR6B2	
11757091_at	0.778	0.654	0.453	-6.776498	0.0331	XM_001715475.1		POM121L2	
11725600_at	0.778	0.654	-0.453	-6.776515	-0.0232	BC104775.1		SOWAHA	
11741866_at	0.778	0.654	-0.453	-6.776516	-0.0456	NM_054107.1		OR1J2	
11735840_at	0.778	0.654	0.452	-6.77676	0.0235	NM_031959.2		KRTAP3-2	
11759261_at	0.778	0.655	-0.452	-6.77692	-0.0272	BC136674.1		DCAF12L2	
11735049_at	0.78	0.657	-0.449	-6.778099	-0.0232	BC104817.1		PCDHB3	
11737945_x_at	0.78	0.657	-0.449	-6.778205	-0.0273	BC104233.1		LCE1B	
11748271_at	0.78	0.657	-0.449	-6.778365	-0.0323	BC085019.1		GDF5OS	
11738450_at	0.782	0.659	0.445	-6.779926	0.025	NM_004488.2		GP5	
11737116_at	0.783	0.66	-0.444	-6.780549	-0.0196	NM_080832.2		PABPC5	
11727917_at	0.784	0.663	-0.441	-6.782029	-0.0298	NM_006686.3		ACTL7B	
11738133_a_at	0.785	0.664	0.439	-6.782658	0.0223	BC069606.1		ZNF80	
11738218_at	0.785	0.664	0.439	-6.782687	0.0381	NM_194251.2		GPR151	
11738229_at	0.787	0.666	-0.435	-6.784343	-0.0238	NM_001136533.1		DCAF8L2	
11741848_x_at	0.788	0.668	0.434	-6.785028	0.028	BC121094.2		KRTAP9-4	
11739701_a_at	0.789	0.669	0.432	-6.786006	0.0647	AF092051.2		B3GNT2	
11742393_at	0.789	0.669	0.431	-6.786152	0.0156	NM_176887.2		TAS2R46	
11736508_at	0.79	0.67	0.43	-6.786615	0.0258	BC093964.1		MAGEE2	
11729028_at	0.79	0.671	0.429	-6.787063	0.0221	NM_033328.2		CAPZA3	
11734838_a_at	0.79	0.671	-0.429	-6.787167	-0.0723	BX447739		ACSF3	
11738919_at	0.791	0.672	0.428	-6.787763	0.0238	NM_176890.2		TAS2R50	
11738605_at	0.791	0.672	0.428	-6.78783	0.0282	BC101682.1		KRTAP22-1	
11736012_x_at	0.791	0.672	0.427	-6.787996	0.0315	BP365486		MGAT2	
11732221_at	0.792	0.674	-0.426	-6.788644	-0.0237	BC002599.2		CRH	
11729065_at	0.792	0.674	0.424	-6.789164	0.0337	BC022041.1		SPPL2C	
11742174_x_at	0.793	0.675	0.424	-6.78943	0.0254	BC131716.1		LCE3E	
11732623_at	0.793	0.675	0.423	-6.789642	0.0202	BC096698.1		EDDM3A	
11742606_at	0.793	0.675	0.423	-6.789643	0.0297	NM_012363.1		OR1N1	
11741599_at	0.793	0.675	-0.423	-6.789695	-0.0314	BC119707.2		LCE2A	
11737656_at	0.794	0.676	-0.422	-6.790357	-0.0226	NM_178438.4		LCE5A	
11733565_at	0.795	0.677	-0.42	-6.79098	-0.024	BC117154.1		C9orf163	
11717694_a_at	0.796	0.68	-0.417	-6.792269	-0.0559	U20240.1		CEBPG	
11759166_at	0.797	0.68	0.416	-6.792645	0.0383	BC051703.1		DDX53	
11742387_s_at	0.798	0.681	0.415	-6.793206	0.0225	NM_014566.1		OR1D5	
11738769_at	0.798	0.682	-0.414	-6.793729	-0.0227	BC137064.1		OR4F15	
11717819_a_at	0.798	0.682	-0.414	-6.793738	-0.08	CR541684.1		TOB2	
11736581_a_at	0.799	0.683	0.413	-6.794061	0.0981	BC074886.2		GCNT1	
11722289_a_at	0.799	0.683	-0.412	-6.794434	-0.045	AF049907.1		ZBTB43	
11759168_x_at	0.8	0.684	-0.411	-6.794996	-0.0233	NM_003523.2		HIST1H2BE	
11737629_s_at	0.8	0.684	-0.411	-6.795069	-0.024	NM_006068.2		TLR6	
11759392_at	0.8	0.685	-0.41	-6.795314	-0.0229	AB096959.1		KRTAP21-2	
11759387_at	0.802	0.687	0.407	-6.796559	0.0242	BC136869.1		OR10H5	
11737346_a_at	0.802	0.687	-0.407	-6.796732	-0.0218	NM_152570.1		LINGO2	
11743132_at	0.802	0.687	0.406	-6.796757	0.0285	BC104150.2		SLN	
11729495_at	0.804	0.69	-0.403	-6.798354	-0.0234	NM_173698.1		FAM133A	
11717138_a_at	0.805	0.692	-0.401	-6.799215	-0.0277	AF099664.1		CDC42EP4	
11729891_at	0.806	0.693	-0.399	-6.799709	-0.0218	AK290549.1		ZFP3	
11732727_a_at	0.806	0.693	-0.399	-6.799817	-0.0234	NM_173078.2		SLITRK4	
11759871_at	0.807	0.694	0.398	-6.800338	0.0249	BC033168.1		TWIST2	
11742367_at	0.807	0.694	0.397	-6.800532	0.0464	NM_001004723.1		OR4N2	
11730016_s_at	0.807	0.695	0.396	-6.800929	0.0224	NM_006160.3		NEUROD2	
11734708_at	0.807	0.695	0.396	-6.800957	0.0525	NM_001048249.3		SMIM15	
11726377_at	0.808	0.695	-0.396	-6.801177	-0.116	NM_012135.1		FAM50B	
11733673_a_at	0.808	0.695	-0.396	-6.801222	-0.0324	NM_001039770.2		TMPPE	
11726815_a_at	0.808	0.696	0.395	-6.801639	0.0205	NM_052899.2		GPRIN1	
11738770_at	0.808	0.697	-0.394	-6.801868	-0.0224	NM_205859.1		OR2K2	
11724181_at	0.809	0.697	-0.394	-6.80204	-0.0296	NM_133498.2		SPACA4	
11734467_at	0.809	0.697	0.393	-6.802162	0.0263	EF186024.1		AMER1	
11735781_at	0.809	0.697	0.393	-6.802173	0.0192	BC067455.1		GPR45	
11733631_at	0.809	0.697	0.393	-6.802264	0.0385	NM_201550.2		LRRC10	
11742595_at	0.809	0.697	0.393	-6.802331	0.0275	NM_001004752.1		OR51F1	
11759235_x_at	0.809	0.698	-0.392	-6.802482	-0.0215	BC101784.1		LCE3D	
11722489_a_at	0.809	0.698	0.392	-6.802553	0.0535	BC122536.1		UTP14C	
11755186_s_at	0.81	0.699	0.391	-6.803166	0.0773	AL133626.1		H2AFJ	
11725905_a_at	0.81	0.699	0.39	-6.80346	0.0933	AL832194.1		S1PR3	
11742513_at	0.81	0.7	-0.39	-6.803573	-0.0269	NM_001005236.2		OR1L1	
11743231_at	0.811	0.701	0.388	-6.804228	0.03	NM_022347.1		TOR1AIP2	
11764047_at	0.811	0.701	-0.388	-6.804299	-0.0222	DB511953		CCIN	
11723632_a_at	0.812	0.702	-0.386	-6.804932	-0.0675	NM_024496.2		IRF2BPL	
11758961_at	0.813	0.702	0.386	-6.80505	0.0305	BC036101.1		FUT9	
11715130_s_at	0.813	0.703	0.385	-6.805561	0.0217		31791039.0	KRTAP6-2	
11759156_at	0.814	0.704	-0.384	-6.805759	-0.061	NM_003522.3		HIST1H2BF	
11722487_x_at	0.814	0.704	-0.384	-6.805819	-0.0664	BC089407.1		UTP14C	
11741700_s_at	0.814	0.704	0.384	-6.80597	0.0415	NM_021058.3		HIST1H2BJ	
11742310_at	0.815	0.705	0.383	-6.806364	0.0189	BC140930.1		OR1I1	
11733444_x_at	0.815	0.705	0.382	-6.806692	0.0213	NM_014357.4		LCE2B	
11715241_s_at	0.816	0.707	-0.38	-6.807513	-0.0359		146198734.0	LCE1D	
11742538_at	0.816	0.707	-0.379	-6.80767	-0.0207	NM_001005284.1		OR9G4	
11736090_a_at	0.816	0.708	0.379	-6.807938	0.0255	NM_005806.2		OLIG2	
11738752_at	0.817	0.708	0.378	-6.808094	0.0314	BC137033.1		OR1K1	
11759379_at	0.817	0.709	0.377	-6.808455	0.0219	BC136939.1		OR5L1	
11715312_at	0.818	0.71	0.375	-6.809237	0.029		197333789.0	FOXC2	
11733316_a_at	0.818	0.711	-0.374	-6.809509	-0.0293	AI279217		AMER3	
11738727_at	0.819	0.711	-0.374	-6.809662	-0.0293	BC136929.1		OR6M1	
11731947_at	0.819	0.712	-0.373	-6.809972	-0.0211	NM_198504.2		PAQR9	
11740982_at	0.82	0.713	0.372	-6.810391	0.0224	NM_001024679.2		C1orf68	
11738891_at	0.82	0.713	-0.372	-6.810415	-0.024	NM_001012709.1		KRTAP5-4	
11734370_at	0.82	0.713	-0.371	-6.810662	-0.025	BC132871.1		CTAGE1	
11762450_at	0.821	0.714	0.37	-6.811061	0.0278	DQ534757.1		KLF14	
11731925_at	0.821	0.714	0.37	-6.81112	0.0222	NM_019060.2		CRCT1	
11751193_a_at	0.823	0.716	0.367	-6.812224	0.0285	AK293803.1		TRIL	
11715303_s_at	0.824	0.718	-0.365	-6.813145	-0.0237		187608423.0	CEMP1	
11742312_at	0.824	0.718	-0.364	-6.813293	-0.0214	BC140726.1		OR4K15	
11728791_at	0.824	0.718	-0.364	-6.813357	-0.0346	NM_003251.2		THRSP	
11719258_at	0.825	0.719	0.363	-6.813675	0.0411	NM_182919.2		TICAM1	
11740188_at	0.825	0.719	0.363	-6.813868	0.0596	BC013150.1		ARL11	
11743210_at	0.825	0.72	-0.362	-6.814085	-0.0244	NM_175057.3		TAAR9	
11738052_at	0.826	0.721	0.361	-6.814448	0.0219	NM_054031.2		MRGPRX3	
