GeneName	count	Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Transcript count	Transcript length (including UTRs and CDS)	Length/#Mod
CCDC77	6	ENSG00000120647	ENSG00000120647.10	12	389273	442642	1	CCDC77	12	2300	383.3333333333333
ADPRM	4	ENSG00000170222	ENSG00000170222.12	17	10697594	10711558	1	ADPRM	4	1534	383.5
SLC26A2	21	ENSG00000155850	ENSG00000155850.9	5	149960758	149993455	1	SLC26A2	4	8054	383.5238095238095
RAI14	13	ENSG00000039560	ENSG00000039560.14	5	34656328	34832612	1	RAI14	28	4986	383.53846153846155
ZSCAN26	7	ENSG00000197062	ENSG00000197062.12	6	28267058	28278224	1	ZSCAN26	7	2685	383.57142857142856
KIF14	19	ENSG00000118193	ENSG00000118193.12	1	200551497	200620751	-1	KIF14	2	7291	383.7368421052632
TMEM209	9	ENSG00000146842	ENSG00000146842.17	7	130164713	130207770	-1	TMEM209	7	3455	383.8888888888889
NOC3L	9	ENSG00000173145	ENSG00000173145.11	10	94333226	94362959	-1	NOC3L	3	3455	383.8888888888889
SLC19A1	13	ENSG00000173638	ENSG00000173638.19	21	45493572	45573365	-1	SLC19A1	14	4991	383.9230769230769
MORC3	11	ENSG00000159256	ENSG00000159256.13	21	36320189	36386148	1	MORC3	12	4224	384.0
ATP2C1	13	ENSG00000017260	ENSG00000017260.20	3	130850595	131016712	1	ATP2C1	24	4994	384.15384615384613
SMARCA5	20	ENSG00000153147	ENSG00000153147.6	4	143513702	143557486	1	SMARCA5	3	7684	384.2
USP25	14	ENSG00000155313	ENSG00000155313.16	21	15729982	15880064	1	USP25	10	5379	384.2142857142857
TNFRSF10A	7	ENSG00000104689	ENSG00000104689.10	8	23190452	23225102	-1	TNFRSF10A	4	2690	384.2857142857143
RFC3	6	ENSG00000133119	ENSG00000133119.13	13	33818069	33966558	1	RFC3	3	2306	384.3333333333333
TUBB2B	5	ENSG00000137285	ENSG00000137285.11	6	3223324	3231730	-1	TUBB2B	5	1922	384.4
MZT2B	2	ENSG00000292119	ENSG00000292119.1	HSCHR2_12_CTG7_2	358289	367280	1	MZT2B	9	769	384.5
RSRC2	9	ENSG00000111011	ENSG00000111011.18	12	122503454	122527000	-1	RSRC2	20	3461	384.55555555555554
PHIP	31	ENSG00000146247	ENSG00000146247.15	6	78934419	79078287	-1	PHIP	15	11926	384.7096774193548
METTL17	4	ENSG00000165792	ENSG00000165792.18	14	20989973	20997035	1	METTL17	25	1539	384.75
LIMCH1	20	ENSG00000064042	ENSG00000064042.18	4	41359607	41700044	1	LIMCH1	22	7697	384.85
RASSF2	14	ENSG00000101265	ENSG00000101265.16	20	4780023	4823608	-1	RASSF2	3	5390	385.0
PSMD11	10	ENSG00000108671	ENSG00000108671.11	17	32444379	32483319	1	PSMD11	12	3850	385.0
PHF2	14	ENSG00000197724	ENSG00000197724.12	9	93576584	93679587	1	PHF2	2	5392	385.14285714285717
SS18L2	7	ENSG00000008324	ENSG00000008324.12	3	42581840	42596934	1	SS18L2	3	2697	385.2857142857143
TBC1D13	10	ENSG00000107021	ENSG00000107021.16	9	128787253	128810430	1	TBC1D13	4	3855	385.5
VAT1	7	ENSG00000108828	ENSG00000108828.16	17	43014607	43025123	-1	VAT1	9	2699	385.57142857142856
KDM1A	8	ENSG00000004487	ENSG00000004487.18	1	23019443	23083689	1	KDM1A	36	3085	385.625
DNAJA3	7	ENSG00000103423	ENSG00000103423.14	16	4425805	4456775	1	DNAJA3	14	2700	385.7142857142857
UQCRFS1	8	ENSG00000169021	ENSG00000169021.6	19	29205320	29213151	-1	UQCRFS1	1	3086	385.75
HOXA13	13	ENSG00000106031	ENSG00000106031.9	7	27193503	27200091	-1	HOXA13	2	5015	385.7692307692308
NR4A2	9	ENSG00000153234	ENSG00000153234.16	2	156324437	156342348	-1	NR4A2	15	3472	385.77777777777777
MAP3K20	10	ENSG00000091436	ENSG00000091436.17	2	173075435	173268015	1	MAP3K20	8	3859	385.9
EXT2	26	ENSG00000151348	ENSG00000151348.16	11	44095648	44251962	1	EXT2	23	10037	386.03846153846155
TMEM165	5	ENSG00000134851	ENSG00000134851.13	4	55395957	55453397	1	TMEM165	12	1931	386.2
ABI2	17	ENSG00000138443	ENSG00000138443.17	2	203328280	203447728	1	ABI2	24	6567	386.29411764705884
SGF29	3	ENSG00000176476	ENSG00000176476.9	16	28553915	28591790	1	SGF29	7	1159	386.3333333333333
PAXIP1	10	ENSG00000157212	ENSG00000157212.20	7	154943687	155003124	-1	PAXIP1	8	3864	386.4
CDIP1	7	ENSG00000089486	ENSG00000089486.17	16	4510669	4538828	-1	CDIP1	14	2706	386.57142857142856
PRORP	16	ENSG00000100890	ENSG00000100890.16	14	35121846	35277622	1	PRORP	11	6186	386.625
TAF2	13	ENSG00000064313	ENSG00000064313.13	8	119730774	119832863	-1	TAF2	43	5027	386.6923076923077
SAV1	8	ENSG00000151748	ENSG00000151748.15	14	50632058	50668306	-1	SAV1	6	3094	386.75
UBQLN1	10	ENSG00000135018	ENSG00000135018.14	9	83659968	83707958	-1	UBQLN1	6	3868	386.8
KIF20A	8	ENSG00000112984	ENSG00000112984.12	5	138178719	138187723	1	KIF20A	7	3095	386.875
TRIM21	5	ENSG00000132109	ENSG00000132109.10	11	4384897	4393702	-1	TRIM21	2	1935	387.0
CFAP126	2	ENSG00000188931	ENSG00000188931.4	1	161364733	161367876	-1	CFAP126	1	774	387.0
GPRC5A	17	ENSG00000013588	ENSG00000013588.10	12	12890782	12917937	1	GPRC5A	7	6582	387.1764705882353
SNAP29	11	ENSG00000099940	ENSG00000099940.12	22	20859007	20891214	1	SNAP29	3	4259	387.1818181818182
TTC23	10	ENSG00000103852	ENSG00000103852.13	15	99136323	99251223	-1	TTC23	19	3872	387.2
CELF1	21	ENSG00000149187	ENSG00000149187.19	11	47465933	47565569	-1	CELF1	22	8132	387.23809523809524
HLA-A	14	ENSG00000229215	ENSG00000229215.9	HSCHR6_MHC_APD_CTG1	1147348	1267669	1	HLA-A	11	5422	387.2857142857143
DARS1	8	ENSG00000115866	ENSG00000115866.11	2	135905881	135986100	-1	DARS1	11	3099	387.375
PAFAH2	9	ENSG00000158006	ENSG00000158006.14	1	25959767	25998117	-1	PAFAH2	7	3487	387.44444444444446
NUDT12	9	ENSG00000112874	ENSG00000112874.10	5	103548855	103562790	-1	NUDT12	4	3488	387.55555555555554
TOP2B	15	ENSG00000077097	ENSG00000077097.17	3	25597978	25664909	-1	TOP2B	26	5814	387.6
SF3B3	25	ENSG00000189091	ENSG00000189091.13	16	70523791	70577670	1	SF3B3	15	9692	387.68
SLC16A5	5	ENSG00000170190	ENSG00000170190.16	17	75087727	75106162	1	SLC16A5	10	1940	388.0
GOLT1A	2	ENSG00000174567	ENSG00000174567.8	1	204198163	204213988	-1	GOLT1A	2	776	388.0
FAM168B	14	ENSG00000152102	ENSG00000152102.18	2	131047876	131093460	-1	FAM168B	2	5435	388.2142857142857
IPO13	10	ENSG00000117408	ENSG00000117408.11	1	43946950	43968022	1	IPO13	7	3883	388.3
DENR	7	ENSG00000139726	ENSG00000139726.11	12	122752824	122771064	1	DENR	4	2719	388.42857142857144
ARHGAP21	19	ENSG00000107863	ENSG00000107863.20	10	24583609	24723887	-1	ARHGAP21	19	7381	388.4736842105263
IGF2BP3	11	ENSG00000136231	ENSG00000136231.14	7	23310209	23470491	-1	IGF2BP3	18	4274	388.54545454545456
PREPL	15	ENSG00000138078	ENSG00000138078.16	2	44316281	44361862	-1	PREPL	16	5829	388.6
DHX29	12	ENSG00000067248	ENSG00000067248.11	5	55256055	55307694	-1	DHX29	4	4664	388.6666666666667
NSFL1C	7	ENSG00000088833	ENSG00000088833.18	20	1442162	1473842	-1	NSFL1C	13	2721	388.7142857142857
MTMR10	6	ENSG00000277086	ENSG00000277086.3	HSCHR15_4_CTG8	3227199	3277258	-1	MTMR10	2	2334	389.0
ANKRD12	29	ENSG00000101745	ENSG00000101745.17	18	9136228	9285985	1	ANKRD12	9	11284	389.1034482758621
PRR11	16	ENSG00000068489	ENSG00000068489.13	17	59155732	59206709	1	PRR11	9	6226	389.125
DYRK1B	7	ENSG00000281320	ENSG00000281320.3	HG2021_PATCH	85226	94077	-1	DYRK1B	8	2724	389.14285714285717
BNIP1	3	ENSG00000113734	ENSG00000113734.18	5	173144442	173164387	1	BNIP1	5	1168	389.3333333333333
SAMD4B	12	ENSG00000179134	ENSG00000179134.16	19	39342421	39385710	1	SAMD4B	12	4680	390.0
ANTXR1	15	ENSG00000169604	ENSG00000169604.21	2	69013176	69249327	1	ANTXR1	11	5858	390.53333333333336
DGCR6L	3	ENSG00000128185	ENSG00000128185.10	22	20314238	20320080	-1	DGCR6L	3	1172	390.6666666666667
GALNS	6	ENSG00000141012	ENSG00000141012.13	16	88813734	88856970	-1	GALNS	13	2344	390.6666666666667
CCNE1	5	ENSG00000105173	ENSG00000105173.14	19	29811991	29824312	1	CCNE1	7	1954	390.8
CTTNBP2NL	15	ENSG00000143079	ENSG00000143079.15	1	112396214	112463456	1	CTTNBP2NL	4	5864	390.93333333333334
QKI	24	ENSG00000112531	ENSG00000112531.17	6	163414000	163578592	1	QKI	17	9384	391.0
TAF4	12	ENSG00000130699	ENSG00000130699.20	20	61953469	62065881	-1	TAF4	10	4699	391.5833333333333
PRPSAP2	5	ENSG00000141127	ENSG00000141127.15	17	18840085	18931287	1	PRPSAP2	29	1958	391.6
TRIM16L	3	ENSG00000108448	ENSG00000108448.24	17	18722237	18735460	1	TRIM16L	1	1176	392.0
EMC3	6	ENSG00000125037	ENSG00000125037.13	3	9962682	10011202	-1	EMC3	8	2353	392.1666666666667
SECISBP2L	18	ENSG00000138593	ENSG00000138593.9	15	48988476	49046447	-1	SECISBP2L	11	7059	392.1666666666667
TM7SF3	11	ENSG00000064115	ENSG00000064115.11	12	26971579	27014434	-1	TM7SF3	19	4315	392.27272727272725
CGRRF1	5	ENSG00000100532	ENSG00000100532.13	14	54509812	54539292	1	CGRRF1	11	1962	392.4
ABTB1	5	ENSG00000114626	ENSG00000114626.18	3	127672935	127680926	1	ABTB1	15	1962	392.4
SENP6	17	ENSG00000112701	ENSG00000112701.18	6	75601509	75718281	1	SENP6	12	6671	392.4117647058824
IL6ST	23	ENSG00000134352	ENSG00000134352.21	5	55935095	55995022	-1	IL6ST	25	9027	392.4782608695652
TMEM181	13	ENSG00000146433	ENSG00000146433.11	6	158536436	158635433	1	TMEM181	20	5103	392.53846153846155
ZNF45	10	ENSG00000124459	ENSG00000124459.12	19	43912624	43935282	-1	ZNF45	6	3926	392.6
KIAA0232	20	ENSG00000170871	ENSG00000170871.12	4	6781375	6884170	1	KIAA0232	5	7854	392.7
PCNX4	46	ENSG00000126773	ENSG00000126773.13	14	60091911	60169133	1	PCNX4	13	18069	392.80434782608694
HOXC13	6	ENSG00000123364	ENSG00000123364.5	12	53938831	53946544	1	HOXC13	1	2357	392.8333333333333
CHPT1	4	ENSG00000111666	ENSG00000111666.11	12	101696947	101744140	1	CHPT1	10	1572	393.0
EMC8	5	ENSG00000131148	ENSG00000131148.9	16	85771758	85799608	-1	EMC8	6	1966	393.2
NRAS	11	ENSG00000213281	ENSG00000213281.5	1	114704469	114716771	-1	NRAS	1	4326	393.27272727272725
TTF2	24	ENSG00000116830	ENSG00000116830.12	1	117060326	117107453	1	TTF2	7	9439	393.2916666666667
RILPL1	10	ENSG00000188026	ENSG00000188026.13	12	123470054	123533719	-1	RILPL1	5	3933	393.3
SOS2	14	ENSG00000100485	ENSG00000100485.12	14	50117130	50231578	-1	SOS2	6	5508	393.42857142857144
VIPR1	7	ENSG00000114812	ENSG00000114812.13	3	42489299	42537573	1	VIPR1	17	2754	393.42857142857144
PCBD1	2	ENSG00000166228	ENSG00000166228.9	10	70882280	70888565	-1	PCBD1	3	787	393.5
CPLANE2	4	ENSG00000291382	ENSG00000291382.1	HG1343_HG173_HG459_PATCH	35829	41320	-1	CPLANE2	2	1574	393.5
ARFIP1	9	ENSG00000164144	ENSG00000164144.16	4	152779937	152918463	1	ARFIP1	11	3542	393.55555555555554
ZNF205	5	ENSG00000122386	ENSG00000122386.11	16	3112560	3120517	1	ZNF205	6	1968	393.6
UBE4B	15	ENSG00000130939	ENSG00000130939.20	1	10032832	10181239	1	UBE4B	10	5905	393.6666666666667
HELQ	9	ENSG00000163312	ENSG00000163312.11	4	83407343	83455855	-1	HELQ	6	3543	393.6666666666667
INO80B	3	ENSG00000115274	ENSG00000115274.15	2	74455087	74457944	1	INO80B	9	1181	393.6666666666667
PLAA	12	ENSG00000137055	ENSG00000137055.15	9	26903372	26947242	-1	PLAA	7	4724	393.6666666666667
IKBKB	10	ENSG00000104365	ENSG00000104365.16	8	42271302	42332460	1	IKBKB	33	3938	393.8
CYB5D2	5	ENSG00000167740	ENSG00000167740.10	17	4143168	4187310	1	CYB5D2	5	1969	393.8
COX5AP2	1	ENSG00000258981	ENSG00000258981.1	14	52117602	52117995	1	COX5AP2	1	394	394.0
SCP2	7	ENSG00000116171	ENSG00000116171.19	1	52927276	53051698	1	SCP2	16	2759	394.14285714285717
AHCYL1	10	ENSG00000168710	ENSG00000168710.18	1	109984765	110023742	1	AHCYL1	6	3943	394.3
LIMD1	29	ENSG00000144791	ENSG00000144791.10	3	45555394	45686341	1	LIMD1	4	11442	394.55172413793105
DCTN2	5	ENSG00000175203	ENSG00000175203.17	12	57529633	57547224	-1	DCTN2	33	1973	394.6
TOMM34	5	ENSG00000025772	ENSG00000025772.8	20	44942130	44960397	-1	TOMM34	1	1973	394.6
ATXN1L	20	ENSG00000224470	ENSG00000224470.9	16	71808439	71885268	1	ATXN1L	4	7896	394.8
WNT7B	10	ENSG00000188064	ENSG00000188064.10	22	45920366	45977162	-1	WNT7B	5	3948	394.8
ZNF524	3	ENSG00000171443	ENSG00000171443.7	19	55600022	55603138	1	ZNF524	3	1185	395.0
PTK2	13	ENSG00000169398	ENSG00000169398.20	8	140657900	141002216	-1	PTK2	58	5136	395.0769230769231
GPRC5C	6	ENSG00000291917	ENSG00000291917.1	HG2580_PATCH	1299	28101	1	GPRC5C	13	2371	395.1666666666667
ARMC10	6	ENSG00000170632	ENSG00000170632.14	7	103074881	103099759	1	ARMC10	11	2371	395.1666666666667
HAUS6	16	ENSG00000147874	ENSG00000147874.11	9	19053141	19102904	-1	HAUS6	3	6323	395.1875
BRPF1	12	ENSG00000156983	ENSG00000156983.17	3	9731729	9748019	1	BRPF1	23	4743	395.25
NEU3	15	ENSG00000162139	ENSG00000162139.10	11	74988279	75018893	1	NEU3	7	5929	395.26666666666665
CYP27B1	6	ENSG00000111012	ENSG00000111012.12	12	57762334	57768986	-1	CYP27B1	10	2372	395.3333333333333
APTX	5	ENSG00000137074	ENSG00000137074.20	9	32886601	33025130	-1	APTX	56	1977	395.4
CRAT	7	ENSG00000095321	ENSG00000095321.18	9	129094142	129111189	-1	CRAT	22	2768	395.42857142857144
SLC35F2	7	ENSG00000110660	ENSG00000110660.15	11	107790991	107928293	-1	SLC35F2	6	2769	395.57142857142856
LMTK3	13	ENSG00000142235	ENSG00000142235.13	19	48485271	48513935	-1	LMTK3	7	5144	395.6923076923077
SUMO2	8	ENSG00000188612	ENSG00000188612.12	17	75165586	75182959	-1	SUMO2	3	3166	395.75
SAFB2	8	ENSG00000130254	ENSG00000130254.13	19	5586981	5624046	-1	SAFB2	13	3167	395.875
H4C14	1	ENSG00000270882	ENSG00000270882.3	1	149832657	149839767	1	H4C14	4	396	396.0
PPM1F	13	ENSG00000100034	ENSG00000100034.14	22	21919425	21952848	-1	PPM1F	10	5149	396.0769230769231
PCYT1A	14	ENSG00000161217	ENSG00000161217.12	3	196214222	196287957	-1	PCYT1A	16	5546	396.14285714285717
EMILIN2	15	ENSG00000132205	ENSG00000132205.11	18	2847006	2916003	1	EMILIN2	3	5944	396.26666666666665
BEND7	6	ENSG00000165626	ENSG00000165626.19	10	13438484	13529014	-1	BEND7	13	2378	396.3333333333333
ARMC8	12	ENSG00000114098	ENSG00000114098.18	3	138187248	138298384	1	ARMC8	23	4757	396.4166666666667
ANKS1A	16	ENSG00000064999	ENSG00000064999.16	6	34889255	35091406	1	ANKS1A	7	6350	396.875
MTND4P24	1	ENSG00000232177	ENSG00000232177.1	X	126472885	126473281	1	MTND4P24	1	397	397.0
AP2A2	11	ENSG00000280759	ENSG00000280759.2	HSCHR11_2_CTG1	3478	74982	1	AP2A2	22	4367	397.0
UBE2H	13	ENSG00000186591	ENSG00000186591.13	7	129830732	129952960	-1	UBE2H	10	5162	397.0769230769231
NDFIP1	9	ENSG00000131507	ENSG00000131507.11	5	142108779	142154440	1	NDFIP1	4	3574	397.1111111111111
RBM5	8	ENSG00000003756	ENSG00000003756.17	3	50088919	50119021	1	RBM5	26	3177	397.125
CEP152	14	ENSG00000103995	ENSG00000103995.14	15	48712928	48811146	-1	CEP152	10	5560	397.14285714285717
EPS15	13	ENSG00000085832	ENSG00000085832.18	1	51354263	51519328	-1	EPS15	16	5163	397.15384615384613
DHX40	9	ENSG00000108406	ENSG00000108406.10	17	59565558	59608345	1	DHX40	10	3575	397.22222222222223
NCS1	13	ENSG00000107130	ENSG00000107130.10	9	130172404	130237303	1	NCS1	3	5164	397.2307692307692
UHRF2	9	ENSG00000147854	ENSG00000147854.18	9	6413151	6507056	1	UHRF2	14	3576	397.3333333333333
TRIM2	17	ENSG00000109654	ENSG00000109654.16	4	153152163	153339319	1	TRIM2	90	6755	397.3529411764706
OLFM1	7	ENSG00000130558	ENSG00000130558.20	9	135075422	135121180	1	OLFM1	12	2782	397.42857142857144
NIN	26	ENSG00000100503	ENSG00000100503.27	14	50719763	50831162	-1	NIN	31	10334	397.46153846153845
PRKCZ	6	ENSG00000067606	ENSG00000067606.17	1	2050411	2185395	1	PRKCZ	26	2385	397.5
ASNS	6	ENSG00000070669	ENSG00000070669.17	7	97851677	97872542	-1	ASNS	17	2385	397.5
NFRKB	13	ENSG00000170322	ENSG00000170322.15	11	129863636	129895590	-1	NFRKB	12	5173	397.9230769230769
KIAA1191	7	ENSG00000122203	ENSG00000122203.15	5	176346062	176361807	-1	KIAA1191	13	2786	398.0
ATP8B2	15	ENSG00000143515	ENSG00000143515.20	1	154325525	154351304	1	ATP8B2	8	5974	398.26666666666665
CRAMP1	20	ENSG00000007545	ENSG00000007545.16	16	1612337	1677908	1	CRAMP1	9	7972	398.6
DGKZ	9	ENSG00000149091	ENSG00000149091.15	11	46332905	46380554	1	DGKZ	24	3588	398.6666666666667
FOXP1	18	ENSG00000114861	ENSG00000114861.24	3	70954693	71583978	-1	FOXP1	71	7177	398.72222222222223
MDC1	19	ENSG00000234012	ENSG00000234012.9	HSCHR6_MHC_APD_CTG1	2029312	2047393	-1	MDC1	9	7576	398.7368421052632
PIH1D1	3	ENSG00000104872	ENSG00000104872.12	19	49446298	49453497	-1	PIH1D1	26	1197	399.0
AP4M1	9	ENSG00000221838	ENSG00000221838.12	7	100100858	100110345	1	AP4M1	27	3591	399.0
ADAM17	11	ENSG00000151694	ENSG00000151694.15	2	9488486	9556732	-1	ADAM17	28	4391	399.1818181818182
ANKS6	18	ENSG00000165138	ENSG00000165138.18	9	98731329	98796965	-1	ANKS6	7	7190	399.44444444444446
TMTC3	18	ENSG00000139324	ENSG00000139324.12	12	88142296	88199887	1	TMTC3	4	7192	399.55555555555554
ZBTB11-AS1	7	ENSG00000256628	ENSG00000256628.5	3	101676421	101679217	1	ZBTB11-AS1	1	2797	399.57142857142856
SERINC3	11	ENSG00000132824	ENSG00000132824.14	20	44496221	44522085	-1	SERINC3	4	4396	399.6363636363636
ZNF724	7	ENSG00000196081	ENSG00000196081.10	19	23221599	23250394	-1	ZNF724	3	2798	399.7142857142857
PTGR1	4	ENSG00000106853	ENSG00000106853.20	9	111549722	111599893	-1	PTGR1	9	1599	399.75
ZNF395	12	ENSG00000186918	ENSG00000186918.14	8	28345590	28402701	-1	ZNF395	11	4797	399.75
DMPK	7	ENSG00000104936	ENSG00000104936.20	19	45769709	45782552	-1	DMPK	31	2799	399.85714285714283
AKAP17A	8	ENSG00000292343	ENSG00000292343.1	Y	1591604	1602520	1	AKAP17A	3	3199	399.875
H3P47	1	ENSG00000179101	ENSG00000179101.5	X	123514473	123514872	1	H3P47	1	400	400.0
BPNT1	6	ENSG00000162813	ENSG00000162813.18	1	220057482	220090462	-1	BPNT1	11	2400	400.0
EHD4	16	ENSG00000103966	ENSG00000103966.11	15	41895933	41972557	-1	EHD4	2	6401	400.0625
DPP7	4	ENSG00000176978	ENSG00000176978.16	9	137110542	137118309	-1	DPP7	27	1601	400.25
MTHFD2	11	ENSG00000065911	ENSG00000065911.13	2	74186172	74217565	1	MTHFD2	21	4403	400.27272727272725
BUD23	3	ENSG00000071462	ENSG00000071462.13	7	73683597	73698212	1	BUD23	1	1201	400.3333333333333
ZNF627	7	ENSG00000198551	ENSG00000198551.10	19	11559374	11619161	1	ZNF627	6	2803	400.42857142857144
SIX1	10	ENSG00000126778	ENSG00000126778.12	14	60643421	60658259	-1	SIX1	5	4005	400.5
ANAPC15	2	ENSG00000110200	ENSG00000110200.9	11	72106378	72112780	-1	ANAPC15	17	801	400.5
FBXW11	11	ENSG00000072803	ENSG00000072803.18	5	171861549	172006873	-1	FBXW11	12	4406	400.54545454545456
ZNF84	17	ENSG00000198040	ENSG00000198040.11	12	133037292	133063304	1	ZNF84	16	6811	400.6470588235294
CARD8	14	ENSG00000105483	ENSG00000105483.18	19	48180770	48255946	-1	CARD8	31	5610	400.7142857142857
PBXIP1	8	ENSG00000163346	ENSG00000163346.17	1	154944076	154956123	-1	PBXIP1	6	3207	400.875
SATB2-AS1	2	ENSG00000225953	ENSG00000225953.6	2	199457671	199477035	1	SATB2-AS1	23	802	401.0
RHOBTB1	11	ENSG00000072422	ENSG00000072422.17	10	60869438	61001440	-1	RHOBTB1	6	4411	401.0
RNF8	14	ENSG00000112130	ENSG00000112130.17	6	37353979	37394734	1	RNF8	8	5616	401.14285714285717
ADD3	11	ENSG00000148700	ENSG00000148700.15	10	109996368	110135565	1	ADD3	20	4413	401.1818181818182
C19orf47	9	ENSG00000160392	ENSG00000160392.14	19	40319536	40348527	-1	C19orf47	10	3611	401.22222222222223
CCSAP	13	ENSG00000154429	ENSG00000154429.11	1	229321011	229343294	-1	CCSAP	4	5217	401.3076923076923
EIF3J-DT	3	ENSG00000179523	ENSG00000179523.8	15	44526572	44537088	-1	EIF3J-DT	16	1204	401.3333333333333
NTAN1	3	ENSG00000275779	ENSG00000275779.4	HSCHR16_1_CTG1	613600	631834	1	NTAN1	11	1204	401.3333333333333
HEATR3	11	ENSG00000155393	ENSG00000155393.14	16	50065967	50107272	1	HEATR3	16	4416	401.45454545454544
CLIP2	14	ENSG00000106665	ENSG00000106665.16	7	74289407	74405935	1	CLIP2	8	5623	401.64285714285717
TFPT	3	ENSG00000276296	ENSG00000276296.1	HSCHR19LRC_LRC_S_CTG3_1	81433	90168	-1	TFPT	1	1205	401.6666666666667
DESI2	10	ENSG00000121644	ENSG00000121644.19	1	244653103	244709033	1	DESI2	4	4017	401.7
RNGTT	12	ENSG00000111880	ENSG00000111880.16	6	88609897	88963618	-1	RNGTT	4	4825	402.0833333333333
DEF8	9	ENSG00000140995	ENSG00000140995.17	16	89948697	89968060	1	DEF8	29	3620	402.22222222222223
SLC37A4	7	ENSG00000281500	ENSG00000281500.5	HG2217_PATCH	45351	52488	-1	SLC37A4	23	2816	402.2857142857143
NTN4	9	ENSG00000074527	ENSG00000074527.13	12	95657807	95791189	-1	NTN4	8	3621	402.3333333333333
CDC42BPB	17	ENSG00000198752	ENSG00000198752.11	14	102932380	103057549	-1	CDC42BPB	9	6844	402.5882352941176
GATA6	9	ENSG00000141448	ENSG00000141448.11	18	22169589	22202528	1	GATA6	2	3624	402.6666666666667
FBXW7	14	ENSG00000109670	ENSG00000109670.17	4	152320544	152536092	-1	FBXW7	21	5639	402.7857142857143
NUDT9	7	ENSG00000170502	ENSG00000170502.13	4	87422573	87459455	1	NUDT9	8	2820	402.85714285714283
H4C4	1	ENSG00000277157	ENSG00000277157.2	6	26188710	26189112	-1	H4C4	1	403	403.0
ELOC	5	ENSG00000154582	ENSG00000154582.18	8	73939169	73972307	-1	ELOC	15	2015	403.0
MAPK11	6	ENSG00000185386	ENSG00000185386.15	22	50263713	50270767	-1	MAPK11	4	2418	403.0
SMC6	13	ENSG00000163029	ENSG00000163029.16	2	17663812	17800242	-1	SMC6	10	5240	403.0769230769231
RFX7	27	ENSG00000181827	ENSG00000181827.16	15	56087280	56245082	-1	RFX7	6	10885	403.14814814814815
C2orf72	9	ENSG00000204128	ENSG00000204128.6	2	231037523	231049719	1	C2orf72	3	3629	403.22222222222223
PDCD7	7	ENSG00000090470	ENSG00000090470.15	15	65117379	65133808	-1	PDCD7	3	2823	403.2857142857143
NTAN1	3	ENSG00000157045	ENSG00000157045.9	16	15037854	15056079	-1	NTAN1	12	1210	403.3333333333333
PPFIA1	15	ENSG00000288198	ENSG00000288198.2	HG2115_PATCH	26511	146600	1	PPFIA1	23	6051	403.4
TWF2	4	ENSG00000247596	ENSG00000247596.10	3	52228612	52246788	-1	TWF2	18	1614	403.5
NAT8L	15	ENSG00000185818	ENSG00000185818.8	4	2059327	2069089	1	NAT8L	1	6056	403.73333333333335
MAU2	12	ENSG00000129933	ENSG00000129933.21	19	19320829	19358754	1	MAU2	16	4845	403.75
DECR2	4	ENSG00000274296	ENSG00000274296.3	HSCHR16_CTG2	972	11633	1	DECR2	17	1615	403.75
UNKL	13	ENSG00000059145	ENSG00000059145.19	16	1363205	1414751	-1	UNKL	18	5250	403.84615384615387
CYB5A	8	ENSG00000166347	ENSG00000166347.19	18	74250846	74291973	-1	CYB5A	7	3231	403.875
ZSWIM7	5	ENSG00000214941	ENSG00000214941.8	17	15976560	15999717	-1	ZSWIM7	18	2020	404.0
MT1X	1	ENSG00000187193	ENSG00000187193.9	16	56682470	56684196	1	MT1X	4	404	404.0
NETO1-DT	1	ENSG00000263958	ENSG00000263958.5	18	72866720	72881404	1	NETO1-DT	17	404	404.0
ZYG11A	11	ENSG00000203995	ENSG00000203995.11	1	52842511	52894998	1	ZYG11A	2	4445	404.09090909090907
ACOT13	10	ENSG00000112304	ENSG00000112304.11	6	24667035	24705065	1	ACOT13	3	4041	404.1
RAD17	8	ENSG00000276618	ENSG00000276618.4	HSCHR5_2_CTG1_1	152489	198224	1	RAD17	20	3233	404.125
MBTPS2	11	ENSG00000012174	ENSG00000012174.12	X	21839617	21885423	1	MBTPS2	3	4446	404.1818181818182
TACC2	24	ENSG00000138162	ENSG00000138162.19	10	121989163	122254545	1	TACC2	30	9704	404.3333333333333
SRP68	7	ENSG00000167881	ENSG00000167881.15	17	76038775	76072517	-1	SRP68	13	2831	404.42857142857144
EIF4E	6	ENSG00000151247	ENSG00000151247.13	4	98879276	98929133	-1	EIF4E	11	2427	404.5
CENPW	2	ENSG00000203760	ENSG00000203760.9	6	126340115	126348875	1	CENPW	3	809	404.5
LCP1	9	ENSG00000136167	ENSG00000136167.15	13	46125920	46211871	-1	LCP1	8	3643	404.77777777777777
ID2B	1	ENSG00000237456	ENSG00000237456.3	3	62124204	62124608	-1	ID2B	1	405	405.0
MON1A	5	ENSG00000164077	ENSG00000164077.15	3	49907160	49930173	-1	MON1A	9	2025	405.0
DENND11	18	ENSG00000262599	ENSG00000262599.5	HSCHR7_1_CTG6	23320	68748	-1	DENND11	2	7296	405.3333333333333
SLF2	17	ENSG00000119906	ENSG00000119906.13	10	100912963	100965134	1	SLF2	6	6892	405.4117647058824
